customer_id,gender,past_3_years_bike_related_purchases,Age,job_title,job_industry_category,wealth_segment,owns_car,tenure,postcode,state,country,property_valuation,R,M,F
2223,Female,38,40.70588654,Professor,Health,Mass Customer,No,12,3006,VIC,Australia,5,1576.521093,505.4885714,38
2224,Female,3,23.1442427,Budget/Accounting Analyst III,Retail,High Net Worth,Yes,4,2262,NSW,Australia,6,1685.997283,347.0033333,3
2225,Female,45,33.52780435,Occupational Therapist,Health,Affluent Customer,No,19,4570,QLD,Australia,4,1623.997283,1170.7,45
2226,Female,10,66.24835229,Biostatistician II,Entertainment,Mass Customer,No,11,4037,QLD,Australia,8,1554.66395,390.2125,10
2227,Male,45,45.24835229,Systems Administrator I,Property,Affluent Customer,Yes,9,3918,VIC,Australia,7,1597.26395,433.68,45
2228,Female,12,65.61547558,Geological Engineer,Manufacturing,High Net Worth,No,9,3216,VIC,Australia,3,1638.41395,356.3175,12
2229,Female,76,62.52780435,Cost Accountant,Financial Services,Affluent Customer,Yes,7,2214,NSW,Australia,8,1509.16395,528.56,76
2230,Female,53,43.81273586,,n/a,Mass Customer,No,19,3025,VIC,Australia,8,1542.28895,407.925,53
2231,Female,68,62.06753038,Accounting Assistant II,n/a,Mass Customer,No,13,4165,QLD,Australia,8,1487.66395,895.0333333,68
2232,Male,69,31.43191394,Help Desk Technician,n/a,Mass Customer,Yes,11,2640,NSW,Australia,1,1584.16395,366.4266667,69
2233,Female,49,48.11410572,Sales Associate,n/a,Mass Customer,Yes,8,2560,NSW,Australia,9,1545.235379,333.2271429,49
2234,Male,48,35.09218791,Electrical Engineer,Manufacturing,Mass Customer,No,18,2069,NSW,Australia,12,1639.830617,360.9433333,48
2235,Female,75,42.03465366,Social Worker,Health,Affluent Customer,No,16,4818,QLD,Australia,5,1571.330617,608.32,75
2236,Male,0,53.50314681,Data Coordiator,Manufacturing,Affluent Customer,Yes,13,2335,NSW,Australia,5,1476.997283,707.9033333,0
2237,Female,83,52.30862627,,n/a,Mass Customer,Yes,9,2287,NSW,Australia,7,1543.66395,357.3457143,83
2238,Female,96,43.08396873,Director of Sales,Retail,Mass Customer,Yes,14,3079,VIC,Australia,9,1573.997283,803.9433333,96
2239,Female,0,61.77163997,Associate Professor,Property,High Net Worth,Yes,8,2400,NSW,Australia,1,1426.16395,368.365,0
2240,Male,4,52.22917421,Automation Specialist III,Manufacturing,High Net Worth,Yes,16,3043,VIC,Australia,7,1510.497283,510.6916667,4
2241,Male,45,46.64287284,Paralegal,Financial Services,High Net Worth,No,10,3977,VIC,Australia,6,1571.91395,363.5975,45
2242,Female,25,44.05657147,VP Sales,n/a,Mass Customer,Yes,21,3148,VIC,Australia,9,1607.330617,299.6066667,25
2243,Female,76,45.13054407,Business Systems Development Analyst,n/a,Affluent Customer,Yes,7,2036,NSW,Australia,8,1596.66395,371.7166667,76
2244,Male,97,49.43465366,Software Test Engineer III,Manufacturing,Mass Customer,No,5,2092,NSW,Australia,10,1548.86395,359.2,97
2245,Female,11,41.48122901,Marketing Manager,Argiculture,Mass Customer,No,3,4215,QLD,Australia,1,1598.378236,474.3971429,11
2246,Male,16,42.7223249,Database Administrator III,n/a,Mass Customer,Yes,13,2770,NSW,Australia,7,1603.41395,554.3725,16
2247,Female,17,26.7223249,Teacher,Retail,High Net Worth,Yes,1,2040,NSW,Australia,12,1576.235379,708.1857143,17
2248,Female,33,25.38259887,Software Engineer I,Manufacturing,Mass Customer,No,1,3127,VIC,Australia,12,1550.53895,489.3125,33
2249,Female,7,24.91136599,,Financial Services,Mass Customer,No,5,2770,NSW,Australia,9,1576.86395,411.492,7
2250,Male,72,29.29218791,,Telecommunications,High Net Worth,No,7,2714,NSW,Australia,1,1553.330617,358.2933333,72
2251,Male,68,62.16890024,,Property,High Net Worth,No,19,3555,VIC,Australia,3,1550.806807,334.0642857,68
2252,U,31,121.8428728,Teacher,IT,High Net Worth,Yes,,3183,VIC,Australia,7,1632.46395,373.368,31
2253,Female,28,62.69492764,Office Assistant I,Manufacturing,Affluent Customer,Yes,13,2768,NSW,Australia,10,1573.46395,327.91,28
2254,Female,36,65.99903723,Programmer Analyst II,Health,Affluent Customer,No,18,2148,NSW,Australia,8,1468.86395,463.778,36
2255,Male,92,29.25109202,Dental Hygienist,Health,Affluent Customer,Yes,5,2880,NSW,Australia,1,1558.66395,527.1466667,92
2256,Female,28,43.63191394,Marketing Manager,Retail,Mass Customer,No,15,2560,NSW,Australia,9,1614.66395,487,28
2257,Male,27,44.00451668,Librarian,Entertainment,Mass Customer,No,15,2097,NSW,Australia,11,1566.26395,838.664,27
2258,Female,63,47.57163997,Account Executive,Retail,High Net Worth,No,7,2008,NSW,Australia,11,1510.521093,565.3614286,63
2259,Female,83,22.27300983,Environmental Specialist,n/a,Affluent Customer,No,2,2320,NSW,Australia,5,1563.41395,650.1225,83
2260,Male,38,54.68670846,Administrative Assistant IV,Argiculture,High Net Worth,No,11,2200,NSW,Australia,8,1525.330617,896.4333333,38
2261,Male,81,41.06205092,Account Representative II,Health,Mass Customer,Yes,13,3101,VIC,Australia,11,1549.91395,366.29,81
2262,Female,90,37.47848928,Pharmacist,Health,Mass Customer,Yes,2,4226,QLD,Australia,8,1489.91395,375.67,90
2263,Female,79,34.68122901,Professor,Argiculture,Mass Customer,Yes,21,3350,VIC,Australia,4,1460.66395,674.296,79
2264,Female,18,49.24835229,Occupational Therapist,Health,Affluent Customer,No,9,3977,VIC,Australia,6,1623.330617,426.27,18
2265,Male,55,41.20999613,,Property,Mass Customer,Yes,5,4006,QLD,Australia,8,1611.66395,662.92,55
2266,Male,74,22.9962975,,Retail,High Net Worth,No,1,2484,NSW,Australia,6,1607.86395,416.983,74
2267,Female,78,57.47300983,Business Systems Development Analyst,n/a,Affluent Customer,No,14,4171,QLD,Australia,10,1627.06395,359.98,78
2268,Female,66,56.02917421,Pharmacist,Health,Mass Customer,No,19,3218,VIC,Australia,8,1582.16395,559.165,66
2269,Female,33,31.91684544,Product Engineer,n/a,Mass Customer,No,9,2323,NSW,Australia,3,1568.66395,772.0914286,33
2270,Male,50,55.05383175,Information Systems Manager,Retail,Affluent Customer,No,9,3095,VIC,Australia,10,1592.26395,1030.936,50
2271,Male,96,47.55794133,,Telecommunications,Mass Customer,Yes,18,2619,NSW,Australia,8,1550.66395,1305.25,96
2272,Female,82,26.80451668,Internal Auditor,Manufacturing,Mass Customer,No,1,4306,QLD,Australia,4,1604.16395,557.355,82
2273,Female,71,57.20451668,Assistant Professor,n/a,Mass Customer,Yes,9,2092,NSW,Australia,12,1558.76395,279.534,71
2274,Female,15,41.88396873,Budget/Accounting Analyst IV,Manufacturing,Mass Customer,Yes,13,2090,NSW,Australia,10,1469.66395,17.87,15
2275,Female,77,29.22917421,Human Resources Assistant II,Financial Services,High Net Worth,Yes,8,3355,VIC,Australia,2,1573.66395,948.0483333,77
2276,Female,90,36.01821531,Desktop Support Technician,n/a,Mass Customer,Yes,12,2077,NSW,Australia,10,1487.91395,576.1925,90
2277,Female,44,58.15794133,Cost Accountant,Financial Services,High Net Worth,Yes,7,3752,VIC,Australia,4,1505.91395,678.43,44
2278,Male,11,44.05383175,Product Engineer,Health,Affluent Customer,Yes,8,2580,NSW,Australia,4,1523.06395,353.516,11
2279,Male,42,42.57437969,Human Resources Assistant II,Health,Mass Customer,No,3,2066,NSW,Australia,9,1536.41395,501.095,42
2280,Female,93,60.91684544,Budget/Accounting Analyst I,n/a,Mass Customer,No,9,3620,VIC,Australia,1,1542.06395,340.506,93
2281,Female,56,32.42369476,,n/a,High Net Worth,Yes,14,3630,VIC,Australia,1,1581.235379,582.1971429,56
2282,Male,81,64.64835229,Senior Financial Analyst,Financial Services,Affluent Customer,Yes,7,3630,VIC,Australia,4,1593.997283,521.9183333,81
2283,Male,44,67.69766736,Software Consultant,n/a,High Net Worth,No,16,3630,VIC,Australia,2,1564.092521,639.2328571,44
2284,Female,83,47.66205092,Staff Accountant IV,Telecommunications,High Net Worth,No,14,3630,VIC,Australia,1,1539.092521,676.5242857,83
2285,Female,71,47.96890024,Quality Control Specialist,Health,High Net Worth,No,5,3631,VIC,Australia,6,1578.66395,256.6128571,71
2286,Female,20,26.35794133,Staff Scientist,Manufacturing,High Net Worth,No,5,3630,VIC,Australia,3,1545.86395,575.746,20
2287,Female,53,47.48396873,Human Resources Assistant I,Telecommunications,High Net Worth,No,20,3350,VIC,Australia,7,1575.16395,136.85,53
2288,Male,63,57.45657147,Staff Scientist,Manufacturing,High Net Worth,No,8,3630,VIC,Australia,1,1506.330617,739.745,63
2289,Female,97,41.05109202,Research Nurse,Health,Affluent Customer,Yes,13,3630,VIC,Australia,1,1572.66395,771,97
2290,Male,18,40.5962975,Account Executive,Manufacturing,Mass Customer,Yes,5,3631,VIC,Australia,3,1595.66395,872.6316667,18
2291,Male,67,50.51136599,Accountant IV,Manufacturing,Affluent Customer,Yes,4,3630,VIC,Australia,1,1480.66395,198.22,67
2292,Female,17,23.35520161,Research Nurse,Health,Mass Customer,Yes,2,2525,NSW,Australia,9,1597.235379,681.2642857,17
2293,Female,70,63.62095503,Financial Advisor,Financial Services,Affluent Customer,No,16,2880,NSW,Australia,1,1565.66395,282.106,70
2294,Male,25,34.32506462,Associate Professor,Manufacturing,Mass Customer,No,21,4017,QLD,Australia,5,1553.66395,721.4657143,25
2295,U,35,121.8428728,Internal Auditor,IT,Mass Customer,Yes,,2156,NSW,Australia,12,1494.91395,922.565,35
2296,Female,16,19.76890024,Geologist IV,Retail,Affluent Customer,No,1,4215,QLD,Australia,9,1494.41395,898.125,16
2297,Female,16,49.88670846,Geological Engineer,Manufacturing,Affluent Customer,Yes,19,4228,QLD,Australia,10,1587.06395,854.976,16
2298,Male,64,23.94972216,Environmental Tech,Property,Mass Customer,Yes,5,3977,VIC,Australia,4,1567.66395,467.55,64
2299,Male,11,34.97711942,Computer Systems Analyst I,Property,High Net Worth,Yes,7,3101,VIC,Australia,10,1519.830617,523.7916667,11
2300,Male,20,23.03739339,,Financial Services,Mass Customer,Yes,3,4228,QLD,Australia,8,1430.91395,703.0275,20
2301,Male,66,54.96616051,Senior Cost Accountant,Financial Services,Mass Customer,Yes,19,4101,QLD,Australia,10,1479.497283,990.8733333,66
2302,Female,43,22.74972216,Mechanical Systems Engineer,Retail,Mass Customer,Yes,4,3804,VIC,Australia,8,1454.330617,870.3833333,43
2303,Male,22,28.49492764,Database Administrator IV,Retail,Mass Customer,Yes,4,2022,NSW,Australia,12,1575.66395,484.81,22
2304,Female,65,64.3853386,,n/a,Mass Customer,Yes,11,2565,NSW,Australia,8,1479.235379,588.8257143,65
2305,Female,91,37.26205092,Chief Design Engineer,Financial Services,Affluent Customer,Yes,13,3149,VIC,Australia,10,1507.66395,544.58,91
2306,Female,98,61.50040709,Paralegal,Financial Services,High Net Worth,Yes,9,3178,VIC,Australia,9,1569.41395,628.445,98
2307,Female,57,43.29766736,Desktop Support Technician,Retail,High Net Worth,Yes,13,4568,QLD,Australia,8,1547.845768,353.37,57
2308,Female,52,58.5853386,Paralegal,Financial Services,Mass Customer,Yes,17,3115,VIC,Australia,9,1592.330617,564.2188889,52
2309,Male,40,36.74698243,Accounting Assistant I,Manufacturing,Affluent Customer,No,14,4300,QLD,Australia,5,1566.41395,596.8325,40
2310,Male,12,51.68122901,Executive Secretary,n/a,High Net Worth,Yes,11,2021,NSW,Australia,12,1499.521093,785.0714286,12
2311,Female,49,32.65383175,Design Engineer,Health,Mass Customer,No,16,2145,NSW,Australia,10,1547.66395,892.024,49
2312,Female,72,42.17985914,Assistant Manager,Manufacturing,Mass Customer,No,18,4350,QLD,Australia,2,1541.16395,394.515,72
2313,Female,54,55.27300983,Chemical Engineer,Manufacturing,Mass Customer,No,12,4343,QLD,Australia,1,1581.66395,473.745,54
2314,Male,59,27.80177695,Registered Nurse,Health,High Net Worth,Yes,7,4304,QLD,Australia,3,1539.330617,785.2533333,59
2315,Male,25,27.61273586,Community Outreach Specialist,Financial Services,Affluent Customer,No,8,2250,NSW,Australia,7,1604.26395,120.152,25
2316,Male,79,43.56890024,Computer Systems Analyst IV,Financial Services,Affluent Customer,Yes,11,3223,VIC,Australia,6,1561.66395,359.385,79
2317,Male,97,44.85383175,Tax Accountant,Health,Mass Customer,Yes,16,3116,VIC,Australia,9,1514.66395,543.058,97
2318,Female,30,33.61547558,Automation Specialist I,Manufacturing,Mass Customer,Yes,6,3205,VIC,Australia,10,1534.378236,518.2114286,30
2319,Male,63,36.44561257,Librarian,Entertainment,High Net Worth,No,18,2539,NSW,Australia,9,1540.16395,1141.225,63
2320,Female,14,55.82369476,Senior Developer,Manufacturing,Affluent Customer,No,16,2208,NSW,Australia,11,1544.997283,563.6533333,14
2321,Female,27,41.55520161,Nuclear Power Engineer,Manufacturing,Mass Customer,Yes,20,4218,QLD,Australia,3,1576.330617,1061.176667,27
2322,Male,72,29.38259887,Biostatistician III,Health,Mass Customer,Yes,2,2120,NSW,Australia,10,1611.91395,646.2875,72
2323,Male,2,33.45109202,Desktop Support Technician,Property,High Net Worth,No,13,4125,QLD,Australia,7,1616.330617,653.2633333,2
2324,Male,44,55.20177695,Sales Associate,Manufacturing,Mass Customer,Yes,16,4818,QLD,Australia,5,1554.86395,415.196,44
2325,Male,50,57.78259887,Database Administrator IV,Retail,High Net Worth,Yes,12,3023,VIC,Australia,8,1594.997283,502.295,50
2326,Male,64,55.3223249,Programmer Analyst I,Retail,High Net Worth,No,14,3204,VIC,Australia,11,1485.66395,309.81,64
2327,Female,19,58.53876325,Budget/Accounting Analyst II,n/a,Affluent Customer,No,6,2229,NSW,Australia,10,1598.66395,867.2633333,19
2328,Male,63,35.36068106,Dental Hygienist,Health,Mass Customer,Yes,8,4037,QLD,Australia,8,1524.66395,356.5,63
2329,Female,7,63.83465366,Computer Systems Analyst II,IT,Affluent Customer,No,20,2285,NSW,Australia,6,1462.46395,455.38,7
2330,Female,5,31.7332838,Account Coordinator,Property,Mass Customer,No,9,2261,NSW,Australia,8,1439.330617,401.1133333,5
2331,Female,48,58.5223249,Database Administrator III,Financial Services,Mass Customer,Yes,10,2567,NSW,Australia,8,1530.806807,529.6057143,48
2332,Male,99,44.48670846,Developer III,Property,High Net Worth,Yes,10,2560,NSW,Australia,6,1543.16395,162.91,99
2333,Male,82,55.49766736,Structural Analysis Engineer,Financial Services,Mass Customer,Yes,10,3108,VIC,Australia,10,1580.41395,528.475,82
2334,Male,30,25.56890024,Food Chemist,Health,Affluent Customer,No,5,3106,VIC,Australia,10,1564.66395,438.5866667,30
2335,U,42,121.8428728,Account Executive,IT,Mass Customer,No,,2076,NSW,Australia,9,1563.806807,587.5685714,42
2336,Male,59,43.73602353,Dental Hygienist,Health,Affluent Customer,No,17,2566,NSW,Australia,8,1541.775061,650.4244444,59
2337,Female,47,21.7442427,Programmer Analyst II,Health,Mass Customer,No,1,2477,NSW,Australia,6,1610.66395,132.81,47
2338,Female,13,34.87300983,Programmer Analyst IV,Manufacturing,Mass Customer,No,5,2340,NSW,Australia,5,1598.235379,510.6157143,13
2339,Male,3,62.80999613,Web Designer II,Property,Affluent Customer,Yes,16,2153,NSW,Australia,10,1584.41395,384.71375,3
2340,Male,33,43.54698243,Research Assistant IV,Health,Mass Customer,Yes,16,4070,QLD,Australia,7,1531.108394,509.4888889,33
2341,U,41,121.8428728,Web Designer II,IT,Mass Customer,Yes,,3806,VIC,Australia,9,1519.66395,795.77625,41
2342,Female,87,22.06205092,,n/a,Mass Customer,No,2,2099,NSW,Australia,9,1555.91395,748.06,87
2343,Male,6,62.57437969,Nurse Practicioner,Argiculture,High Net Worth,Yes,5,4507,QLD,Australia,5,1513.66395,1091.886667,6
2344,Male,93,28.60451668,Nurse,Financial Services,Mass Customer,Yes,7,2155,NSW,Australia,10,1594.16395,434.1816667,93
2345,Female,50,35.24561257,Systems Administrator I,Retail,Affluent Customer,Yes,3,4070,QLD,Australia,8,1462.86395,943.99,50
2346,Male,89,42.07848928,Information Systems Manager,n/a,Mass Customer,Yes,4,2114,NSW,Australia,12,1581.06395,663.064,89
2347,Female,79,64.62917421,Programmer Analyst I,n/a,High Net Worth,No,11,2049,NSW,Australia,12,1543.886172,626.7144444,79
2348,Female,2,63.94972216,Web Designer IV,Manufacturing,Mass Customer,No,16,2164,NSW,Australia,8,1532.91395,207.9175,2
2349,Female,23,42.61273586,Executive Secretary,Telecommunications,High Net Worth,No,3,2360,NSW,Australia,1,1546.06395,500.052,23
2350,Female,32,62.59355777,Nurse Practicioner,n/a,Mass Customer,Yes,14,2213,NSW,Australia,10,1606.997283,215.3716667,32
2351,Female,35,29.57437969,Assistant Professor,Retail,Affluent Customer,Yes,10,3181,VIC,Australia,10,1585.66395,701.605,35
2352,Female,76,49.9853386,Statistician II,n/a,Mass Customer,Yes,13,3194,VIC,Australia,10,1409.66395,1279.4,76
2353,Male,93,42.79903723,Health Coach IV,Health,Affluent Customer,Yes,12,2262,NSW,Australia,6,1624.56395,484.252,93
2354,Female,99,62.83465366,Product Engineer,Retail,Mass Customer,No,17,3138,VIC,Australia,8,1518.46395,691.63,99
2355,Male,87,27.80999613,Operator,Manufacturing,Mass Customer,Yes,4,2529,NSW,Australia,8,1626.46395,870.364,87
2356,Female,58,26.81547558,Geological Engineer,Manufacturing,Affluent Customer,No,3,4173,QLD,Australia,7,1593.41395,668.73,58
2357,Female,39,59.00999613,Civil Engineer,Manufacturing,Mass Customer,No,6,2073,NSW,Australia,12,1522.66395,685.4525,39
2358,Male,26,62.4702701,Senior Sales Associate,Retail,High Net Worth,Yes,15,4301,QLD,Australia,2,1517.845768,334.7936364,26
2359,Female,80,35.55246188,Mechanical Systems Engineer,Property,High Net Worth,Yes,7,4825,QLD,Australia,3,1619.03895,336.07125,80
2360,Female,0,46.94972216,VP Accounting,Financial Services,High Net Worth,Yes,5,2227,NSW,Australia,10,1502.330617,827.0333333,0
2361,Female,55,66.89492764,Help Desk Operator,n/a,High Net Worth,Yes,20,4020,QLD,Australia,7,1588.521093,596.9214286,55
2362,Male,49,49.36342079,Developer II,Financial Services,Affluent Customer,Yes,19,2176,NSW,Australia,9,1525.66395,319.7733333,49
2363,Male,92,37.78807832,Nurse,Entertainment,Mass Customer,Yes,16,4223,QLD,Australia,9,1543.330617,537.165,92
2364,Male,19,26.05109202,Speech Pathologist,n/a,Mass Customer,Yes,13,4152,QLD,Australia,9,1573.26395,965.3,19
2365,Female,2,22.97711942,Structural Analysis Engineer,Argiculture,Mass Customer,Yes,3,4127,QLD,Australia,6,1591.46395,482.326,2
2366,Female,51,46.33602353,Web Designer I,Health,Mass Customer,Yes,15,2300,NSW,Australia,9,1478.46395,510.884,51
2367,Male,40,64.41273586,Electrical Engineer,Manufacturing,Mass Customer,Yes,16,3040,VIC,Australia,10,1566.806807,662.4,40
2368,Female,98,28.71684544,Chemical Engineer,Manufacturing,Mass Customer,No,10,2284,NSW,Australia,5,1576.497283,779.3283333,98
2369,Female,80,24.94972216,Financial Analyst,Financial Services,Mass Customer,Yes,1,3219,VIC,Australia,5,1523.66395,856.82375,80
2370,Female,35,25.56068106,Analyst Programmer,Property,High Net Worth,No,7,2508,NSW,Australia,10,1523.66395,634.1766667,35
2371,Female,22,54.91410572,Staff Scientist,Manufacturing,High Net Worth,Yes,8,2099,NSW,Australia,10,1550.86395,528.59,22
2372,Male,14,44.09492764,Clinical Specialist,Health,Affluent Customer,No,10,3149,VIC,Australia,12,1484.03895,367.50375,14
2373,Female,51,39.3962975,Structural Engineer,Manufacturing,High Net Worth,Yes,16,3023,VIC,Australia,7,1511.16395,595.435,51
2374,Male,6,28.3223249,Design Engineer,Financial Services,Mass Customer,No,9,3025,VIC,Australia,9,1528.378236,757.1485714,6
2375,Female,21,34.57437969,Sales Representative,Retail,Affluent Customer,No,8,3172,VIC,Australia,8,1593.092521,805.9242857,21
2376,Female,84,62.99081805,Community Outreach Specialist,n/a,High Net Worth,Yes,12,2064,NSW,Australia,9,1490.66395,534.485,84
2377,Female,29,23.02095503,Analog Circuit Design manager,IT,High Net Worth,No,2,3147,VIC,Australia,11,1503.86395,941.51,29
2378,Female,41,27.46205092,Research Assistant II,Manufacturing,Affluent Customer,No,1,2065,NSW,Australia,10,1477.26395,555.496,41
2379,Female,85,40.44287284,Occupational Therapist,Health,Affluent Customer,Yes,15,2222,NSW,Australia,10,1528.66395,750.2481818,85
2380,Female,44,65.53054407,Technical Writer,Retail,Mass Customer,Yes,15,2016,NSW,Australia,10,1586.66395,747.3271429,44
2381,Female,91,48.67300983,Programmer I,Argiculture,Affluent Customer,Yes,5,2015,NSW,Australia,9,1476.378236,390.2685714,91
2382,Male,79,50.28396873,Accounting Assistant III,Retail,Mass Customer,Yes,4,4034,QLD,Australia,8,1548.806807,185.9185714,79
2383,Female,34,43.08122901,Compensation Analyst,Financial Services,Mass Customer,No,15,2147,NSW,Australia,9,1570.886172,652.8966667,34
2384,Male,96,60.2593112,Operator,Health,High Net Worth,Yes,6,2065,NSW,Australia,9,1589.830617,632.7833333,96
2385,Male,70,62.84013312,Dental Hygienist,Health,Mass Customer,No,8,3074,VIC,Australia,7,1489.91395,599.64125,70
2386,Female,93,24.26205092,Compensation Analyst,Financial Services,Mass Customer,No,2,2200,NSW,Australia,9,1549.806807,779.1228571,93
2387,Male,33,44.12506462,Nurse,n/a,High Net Worth,Yes,9,2038,NSW,Australia,11,1609.16395,73.915,33
2388,Male,84,24.36890024,Cost Accountant,Financial Services,Mass Customer,No,1,2533,NSW,Australia,8,1614.66395,769.6642857,84
2389,Male,18,47.79903723,Desktop Support Technician,Retail,High Net Worth,No,7,2758,NSW,Australia,8,1456.66395,343.3966667,18
2390,Female,48,57.45109202,Legal Assistant,Property,Mass Customer,No,12,4209,QLD,Australia,7,1569.235379,799.0857143,48
2391,Female,72,60.49218791,Nurse Practicioner,Health,Mass Customer,No,14,4178,QLD,Australia,7,1550.66395,539.1588889,72
2392,Female,48,20.74150298,Marketing Assistant,Manufacturing,Affluent Customer,No,2,2573,NSW,Australia,6,1483.26395,309.576,48
2393,Female,68,40.31410572,Registered Nurse,Health,High Net Worth,Yes,11,4179,QLD,Australia,7,1499.16395,96.485,68
2394,Female,31,25.91136599,GIS Technical Architect,n/a,Mass Customer,Yes,7,4159,QLD,Australia,7,1463.66395,745.94,31
2395,Male,23,55.64013312,Executive Secretary,n/a,High Net Worth,No,16,4131,QLD,Australia,5,1435.66395,57.73,23
2396,Female,40,48.20451668,Recruiter,Retail,Affluent Customer,Yes,7,4128,QLD,Australia,7,1501.46395,540.11,40
2397,Male,33,36.34150298,Analyst Programmer,Retail,Affluent Customer,Yes,4,2142,NSW,Australia,7,1540.330617,444.7022222,33
2398,Female,6,20.99355777,Administrative Assistant IV,Financial Services,High Net Worth,Yes,1,4034,QLD,Australia,5,1608.66395,248.7333333,6
2399,Female,20,41.34150298,Software Consultant,Manufacturing,High Net Worth,Yes,14,2259,NSW,Australia,6,1527.997283,454.155,20
2400,Male,73,43.62643449,Office Assistant III,Property,Mass Customer,Yes,22,4218,QLD,Australia,11,1460.28895,650.71875,73
2401,Male,7,44.2072564,Staff Scientist,n/a,Mass Customer,Yes,15,3807,VIC,Australia,6,1544.16395,725.535,7
2402,Female,99,64.36890024,Cost Accountant,Financial Services,Mass Customer,Yes,8,2150,NSW,Australia,7,1561.66395,262.76,99
2403,Female,41,43.97163997,Technical Writer,Financial Services,Affluent Customer,No,12,2190,NSW,Australia,10,1655.16395,191.89,41
2404,Male,13,61.59903723,Graphic Designer,Retail,Mass Customer,No,6,2065,NSW,Australia,11,1603.66395,775.0533333,13
2405,Female,16,64.22917421,Structural Analysis Engineer,n/a,Mass Customer,No,18,2285,NSW,Australia,5,1609.66395,427.4016667,16
2406,Male,34,48.34698243,Executive Secretary,n/a,Affluent Customer,Yes,9,4879,QLD,Australia,6,1568.91395,335.305,34
2407,Female,24,62.55794133,,Financial Services,High Net Worth,Yes,6,2176,NSW,Australia,9,1514.16395,481.7616667,24
2408,Female,38,66.02917421,VP Marketing,Health,Mass Customer,No,16,2500,NSW,Australia,8,1476.997283,941.3866667,38
2409,Female,23,32.24835229,,Health,Mass Customer,No,12,2560,NSW,Australia,8,1571.378236,439.6514286,23
2410,Female,75,47.1442427,Geological Engineer,Manufacturing,Mass Customer,Yes,21,3181,VIC,Australia,11,1517.806807,653.3328571,75
2411,Male,0,57.39355777,Technical Writer,Financial Services,High Net Worth,No,13,2041,NSW,Australia,12,1639.91395,870.8475,0
2412,Female,77,40.3853386,Chemical Engineer,Manufacturing,Affluent Customer,No,8,4051,QLD,Australia,8,1564.830617,650.595,77
2413,Male,27,78.20177695,Environmental Specialist,Manufacturing,High Net Worth,Yes,17,3082,VIC,Australia,8,1540.949664,646.1757143,27
2414,U,18,121.8428728,Registered Nurse,Health,Mass Customer,Yes,,3802,VIC,Australia,7,1536.16395,552.2825,18
2415,Male,56,42.94150298,Web Designer II,Manufacturing,Mass Customer,No,3,2298,NSW,Australia,8,1506.86395,368.976,56
2416,Male,19,61.8072564,Office Assistant I,Health,Affluent Customer,No,16,2768,NSW,Australia,10,1624.16395,150.045,19
2417,Female,27,47.31136599,Nurse,n/a,Affluent Customer,No,22,2154,NSW,Australia,11,1395.66395,451.65,27
2418,Female,82,51.5332838,Software Engineer III,Property,Mass Customer,Yes,13,3024,VIC,Australia,5,1534.806807,779.5842857,82
2419,Male,96,43.28122901,Physical Therapy Assistant,Property,High Net Worth,No,9,4118,QLD,Australia,5,1582.66395,337.8125,96
2420,Female,10,45.13602353,Staff Scientist,Financial Services,High Net Worth,No,16,4210,QLD,Australia,3,1561.330617,583.19,10
2421,Female,54,67.17985914,Research Nurse,Health,Affluent Customer,Yes,13,3046,VIC,Australia,8,1531.16395,68.3,54
2422,Female,96,42.87300983,Librarian,Entertainment,High Net Worth,No,13,2178,NSW,Australia,10,1545.06395,521.32,96
2423,Male,49,40.64561257,Professor,IT,Mass Customer,Yes,20,3161,VIC,Australia,9,1432.66395,50.66,49
2424,Male,17,39.76890024,,n/a,Affluent Customer,Yes,15,4879,QLD,Australia,6,1578.521093,396.6514286,17
2425,Male,32,45.57437969,Help Desk Technician,n/a,Mass Customer,Yes,11,2154,NSW,Australia,10,1501.552839,435.7577778,32
2426,U,64,121.8428728,,IT,Affluent Customer,Yes,,2145,NSW,Australia,10,1538.66395,744.3,64
2427,Female,20,22.9853386,Senior Developer,n/a,High Net Worth,Yes,2,2147,NSW,Australia,8,1469.497283,731.355,20
2428,Male,74,53.22643449,Help Desk Operator,n/a,Mass Customer,Yes,9,3240,VIC,Australia,7,1474.66395,718.1055556,74
2429,Female,54,40.9223249,Assistant Professor,Manufacturing,Mass Customer,Yes,3,2170,NSW,Australia,9,1627.66395,961.2166667,54
2430,Male,38,53.11136599,Quality Engineer,n/a,Mass Customer,No,5,2040,NSW,Australia,10,1536.16395,666.1775,38
2431,Male,15,21.79355777,Senior Cost Accountant,Financial Services,Mass Customer,Yes,2,4211,QLD,Australia,10,1592.66395,83.815,15
2432,Female,67,40.64287284,Nuclear Power Engineer,Manufacturing,Affluent Customer,Yes,5,2144,NSW,Australia,10,1554.092521,391.81,67
2433,Male,38,45.24013312,Nurse Practicioner,n/a,High Net Worth,Yes,8,2261,NSW,Australia,9,1572.86395,510.866,38
2434,Male,40,64.9223249,Environmental Specialist,n/a,Affluent Customer,No,18,4207,QLD,Australia,4,1561.886172,763.8366667,40
2435,Female,69,60.1853386,Account Coordinator,Manufacturing,Mass Customer,No,14,4019,QLD,Australia,7,1595.06395,531.334,69
2436,Male,37,35.56342079,Help Desk Technician,IT,Mass Customer,No,4,2032,NSW,Australia,11,1562.91395,425.0425,37
